Date,Price,Open,High,Low,Vol.,Change %
12/09/2024,2.188,2.1371,2.1978,2.1357,37.02K,2.28%
12/06/2024,2.1392,2.1654,2.1654,2.1294,37.96K,-1.05%
12/05/2024,2.162,2.1734,2.1942,2.1514,33.14K,-0.55%
12/04/2024,2.1739,2.2158,2.2366,2.1711,50.43K,-2.07%
12/03/2024,2.2199,2.1772,2.2328,2.1739,31.28K,1.92%
12/02/2024,2.1781,2.201,2.2256,2.1731,40.67K,-0.65%
11/29/2024,2.1924,2.2104,2.2496,2.1898,58.75K,-0.86%
11/27/2024,2.2114,2.2496,2.2574,2.199,78.91K,-1.61%
11/26/2024,2.2477,2.2518,2.2977,2.2271,86.36K,0.16%
11/25/2024,2.2441,2.2924,2.2934,2.2242,91.27K,-1.77%
11/22/2024,2.2845,2.2808,2.3033,2.2564,71.32K,0.03%
11/21/2024,2.2839,2.2416,2.2876,2.2363,68.89K,2.12%
11/20/2024,2.2365,2.2482,2.2603,2.2321,62.39K,-0.68%
11/19/2024,2.2517,2.2661,2.2859,2.2451,67.83K,-0.46%
11/18/2024,2.2621,2.1805,2.2701,2.1765,61.38K,3.68%
11/15/2024,2.1818,2.2192,2.2287,2.1799,44.40K,-1.81%
11/14/2024,2.222,2.2242,2.2552,2.2097,46.98K,-0.31%
11/13/2024,2.2288,2.2128,2.2457,2.1827,51.10K,0.42%
11/12/2024,2.2194,2.2047,2.244,2.1979,46.19K,0.56%
11/11/2024,2.207,2.245,2.258,2.1993,36.46K,-1.91%
11/08/2024,2.25,2.2905,2.2925,2.2366,33.45K,-2.02%
11/07/2024,2.2964,2.2778,2.3069,2.248,51.35K,0.66%
11/06/2024,2.2813,2.3048,2.3212,2.2511,42.78K,-1.37%
11/05/2024,2.3131,2.289,2.3305,2.2868,26.52K,0.90%
11/04/2024,2.2924,2.2589,2.3068,2.2589,25.86K,2.23%
11/01/2024,2.2424,2.268,2.2962,2.2342,35.22K,0.34%
10/31/2024,2.2347,2.216,2.2725,2.1995,74.63K,1.65%
10/30/2024,2.1985,2.1503,2.217,2.1483,63.93K,2.56%
10/29/2024,2.1436,2.1559,2.163,2.1173,64.67K,0.18%
10/28/2024,2.1398,2.2109,2.2109,2.1375,67.59K,-4.86%
